time; Quad.Accel.X;Mean; (Quad.Accel.X-Mean)²;sum( (Quad.Accel.X-Mean)²);sum( (Quad.Accel.X-Mean)²)/N;sqrt(sum( (Quad.Accel.X-Mean)²)/N)
3,374938;0,273432;;0,074765059;;;
3,379937;-0,029959;;0,000897542;;;
3,384937;-0,397068;;0,157662997;;;
3,389937;-1,012454;;1,025063102;;;
3,394936;-0,429045;;0,184079612;;;
3,399936;-0,721651;;0,520780166;;;
3,404936;0,702912;;0,49408528;;;
3,409935;0,048176;;0,002320927;;;
3,414935;0,01936;;0,00037481;;;
3,419935;0,335753;;0,112730077;;;
3,424934;0,694134;;0,48182201;;;
3,429934;-0,017225;;0,000296701;;;
3,434933;0,142634;;0,020344458;;;
3,439933;1,379792;;1,903825963;;;
3,444933;-0,162054;;0,026261499;;;
3,449932;-0,056045;;0,003141042;;;
3,454932;-0,174483;;0,030444317;;;
3,459932;0,479436;;0,229858878;;;
3,464931;-0,533188;;0,284289443;;;
3,469931;-0,348451;;0,121418099;;;
3,474931;0,954139;;0,910381231;;;
3,47993;-0,521926;;0,272406749;;;
3,48493;0,07899;;0,00623942;;;
3,489929;-0,278612;;0,077624647;;;
3,494929;0,138904;;0,019294321;;;
3,499929;0,260318;;0,067765461;;;
3,504928;-0,558091;;0,311465564;;;
3,509928;-0,538562;;0,290049028;;;
3,514928;-0,831563;;0,691497023;;;
3,519927;-0,62271;;0,387767744;;;
3,524927;0,641486;;0,411504288;;;
3,529927;-0,51775;;0,268065063;;;
3,534926;-0,236472;;0,055919007;;;
3,539926;-0,800573;;0,640917128;;;
3,544925;-0,288369;;0,08315668;;;
3,549925;-0,062275;;0,003878176;;;
3,554925;0,298024;;0,088818305;;;
3,559924;0,291692;;0,085084223;;;
3,564924;0,14686;;0,02156786;;;
3,569924;-0,191662;;0,036734322;;;
3,574923;0,026411;;0,000697541;;;
3,579923;-0,568007;;0,322631952;;;
3,584923;0,680601;;0,463217721;;;
3,589922;-0,715834;;0,512418316;;;
3,594922;0,083071;;0,006900791;;;
3,599921;0,484662;;0,234897254;;;
3,604921;0,37293;;0,139076785;;;
3,609921;0,842849;;0,710394437;;;
3,61492;0,203852;;0,041555638;;;
3,61992;0,103195;;0,010649208;;;
3,62492;-0,58703;;0,344604221;;;
3,629919;-1,091721;;1,191854742;;;
3,634919;0,905898;;0,820651186;;;
3,639919;0,729677;;0,532428524;;;
3,644918;0,180297;;0,032507008;;;
3,649918;-0,77777;;0,604926173;;;
3,654917;0,149525;;0,022357726;;;
3,659917;0,20139;;0,040557932;;;
3,664917;0,749898;;0,56234701;;;
3,669916;-0,263951;;0,06967013;;;
3,674916;0,1007;;0,01014049;;;
3,679916;-0,1816;;0,03297856;;;
3,684915;0,446103;;0,199007887;;;
3,689915;-0,60483;;0,365819329;;;
3,694915;0,109806;;0,012057358;;;
3,699914;-0,935025;;0,874271751;;;
3,704914;-1,063917;;1,131919383;;;
3,709913;1,404222;;1,971839425;;;
3,714913;0,68013;;0,462576817;;;
3,719913;-0,310591;;0,096466769;;;
3,724912;0,257781;;0,066451044;;;
3,729912;0,038706;;0,001498154;;;
3,734912;0,147466;;0,021746221;;;
3,739911;-0,551761;;0,304440201;;;
3,744911;0,430139;;0,185019559;;;
3,749911;0,530026;;0,280927561;;;
3,75491;0,330945;;0,109524593;;;
3,75991;-0,307193;;0,094367539;;;
3,76491;0,51068;;0,260794062;;;
3,769909;-0,020552;;0,000422385;;;
3,774909;0,509906;;0,260004129;;;
3,779908;0,169522;;0,028737708;;;
3,784908;-0,717105;;0,514239581;;;
3,789908;0,840356;;0,706198207;;;
3,794907;0,22823;;0,052088933;;;
3,799907;0,214692;;0,046092655;;;
3,804907;1,099871;;1,209716217;;;
3,809906;-0,987403;;0,974964684;;;
3,814906;-0,120719;;0,014573077;;;
3,819906;-0,628336;;0,394806129;;;
3,824905;0,565852;;0,320188486;;;
3,829905;-0,261737;;0,068506257;;;
3,834904;-0,558856;;0,312320029;;;
3,839904;-0,538443;;0,289920864;;;
3,844904;0,810685;;0,657210169;;;
3,849903;0,96111;;0,923732432;;;
3,854903;-0,204667;;0,041888581;;;
3,859903;-0,553986;;0,306900488;;;
3,864902;0,173888;;0,030237037;;;
3,869902;0,176931;;0,031304579;;;
3,874902;0,747217;;0,558333245;;;
3,879901;-0,497887;;0,247891465;;;
3,884901;-0,231478;;0,053582064;;;
3,8899;-0,836046;;0,698972914;;;
3,8949;0,303933;;0,092375268;;;
3,8999;0,24581;;0,060422556;;;
3,904899;-0,663878;;0,440733999;;;
3,909899;0,308141;;0,094950876;;;
3,914899;0,514788;;0,265006685;;;
3,919898;-0,673364;;0,453419076;;;
3,924898;0,449213;;0,201792319;;;
3,929898;-0,174738;;0,030533369;;;
3,934897;0,130964;;0,017151569;;;
3,939897;0,203606;;0,041455403;;;
3,944896;-0,199856;;0,039942421;;;
3,949896;-0,436828;;0,190818702;;;
3,954896;0,027001;;0,000729054;;;
3,959895;-0,794386;;0,631049117;;;
3,964895;-0,441194;;0,194652146;;;
3,969895;-0,390702;;0,152648053;;;
3,974894;0,224952;;0,050603402;;;
3,979894;0,418184;;0,174877858;;;
3,984894;-0,42747;;0,182730601;;;
3,989893;-0,128095;;0,016408329;;;
3,994893;0,996736;;0,993482654;;;
3,999892;-0,17805;;0,031701803;;;
4,004892;0,183354;;0,033618689;;;
4,009892;0,719113;;0,517123507;;;
4,014892;0,080112;;0,006417933;;;
4,019891;-0,472872;;0,223607928;;;
4,024891;0,614898;;0,37809955;;;
4,029891;-0,276294;;0,076338374;;;
4,03489;-0,296878;;0,088136547;;;
4,03989;-0,711978;;0,506912672;;;
4,044889;-0,432389;;0,186960247;;;
4,049889;-0,731369;;0,534900614;;;
4,054889;0,331672;;0,110006316;;;
4,059888;-0,135137;;0,018262009;;;
4,064888;-0,693348;;0,480731449;;;
4,069888;-0,20093;;0,040372865;;;
4,074887;0,189027;;0,035731207;;;
4,079887;-0,179662;;0,032278434;;;
4,084887;-0,093965;;0,008829421;;;
4,089886;0,557823;;0,311166499;;;
4,094886;-0,261516;;0,068390618;;;
4,099885;0,049686;;0,002468699;;;
4,104885;0,004888;;2,39E-05;;;
4,109885;-0,246771;;0,060895926;;;
4,114884;-0,048733;;0,002374905;;;
4,119884;-0,158458;;0,025108938;;;
4,124884;-0,945798;;0,894533857;;;
4,129883;-0,382178;;0,146060024;;;
4,134883;0,111072;;0,012336989;;;
4,139883;-0,612779;;0,375498103;;;
4,144882;-0,619444;;0,383710869;;;
4,149882;0,970383;;0,941643167;;;
4,154881;0,672685;;0,452505109;;;
4,159881;0,386952;;0,14973185;;;
4,164881;-0,160549;;0,025775981;;;
4,16988;-0,586373;;0,343833295;;;
4,17488;0,148561;;0,022070371;;;
4,17988;0,398422;;0,15874009;;;
4,184879;-0,321949;;0,103651159;;;
4,189879;0,390054;;0,152142123;;;
4,194879;-0,383644;;0,147182719;;;
4,199878;-0,237095;;0,056214039;;;
4,204878;-0,873145;;0,762382191;;;
4,209877;0,401374;;0,161101088;;;
4,214877;-0,092416;;0,008540717;;;
4,219877;0,740921;;0,548963928;;;
4,224876;0,585926;;0,343309277;;;
4,229876;0,586415;;0,343882552;;;
4,234876;-0,418132;;0,174834369;;;
4,239875;0,805976;;0,649597313;;;
4,244875;-0,102083;;0,010420939;;;
4,249875;0,64481;;0,415779936;;;
4,254874;-0,626152;;0,392066327;;;
4,259874;-0,298336;;0,089004369;;;
4,264874;0,287406;;0,082602209;;;
4,269873;0,071342;;0,005089681;;;
4,274873;0,005808;;3,37E-05;;;
4,279872;0,176027;;0,030985505;;;
4,284872;-0,138029;;0,019052005;;;
4,289872;-0,17807;;0,031708925;;;
4,294871;0,41014;;0,16821482;;;
4,299871;-0,162158;;0,026295217;;;
4,304871;0,241371;;0,05825996;;;
4,30987;-0,904621;;0,818339154;;;
4,31487;-0,51641;;0,266679288;;;
4,31987;-0,826407;;0,68294853;;;
4,324869;0,304309;;0,092603967;;;
4,329869;0,341972;;0,116944849;;;
4,334868;-0,130505;;0,017031555;;;
4,339868;0,698986;;0,488581428;;;
4,344868;-0,434724;;0,188984956;;;
4,349867;-0,294528;;0,086746743;;;
4,354867;0,532559;;0,283619088;;;
4,359867;-0,058743;;0,00345074;;;
4,364866;0,050477;;0,002547928;;;
4,369866;-0,356205;;0,126882002;;;
4,374866;0,012691;;0,000161061;;;
4,379865;-0,054257;;0,002943822;;;
4,384865;0,130631;;0,017064458;;;
4,389864;-0,544605;;0,296594606;;;
4,394864;0,592124;;0,350610831;;;
4,399864;0,340877;;0,116197129;;;
4,404863;0,962474;;0,926356201;;;
4,409863;0,290373;;0,084316479;;;
4,414863;0,624557;;0,390071446;;;
4,419862;-0,308738;;0,095319153;;;
4,424862;-0,399852;;0,159881622;;;
4,429862;-0,010728;;0,00011509;;;
4,434861;-1,262957;;1,595060384;;;
4,439861;0,551736;;0,304412614;;;
4,44486;-0,173658;;0,030157101;;;
4,44986;0,545109;;0,297143822;;;
4,45486;-0,433113;;0,187586871;;;
4,459859;-0,246723;;0,060872239;;;
4,464859;0,673541;;0,453657479;;;
4,469859;0,032824;;0,001077415;;;
4,474858;-0,771039;;0,59450114;;;
4,479858;-0,605844;;0,367046952;;;
4,484858;-0,74502;;0,5550548;;;
4,489857;-0,372352;;0,138646012;;;
4,494857;-0,471322;;0,222144428;;;
4,499856;0,599868;;0,359841617;;;
4,504856;0,244768;;0,059911374;;;
4,509856;0,239902;;0,05755297;;;
4,514855;-0,431574;;0,186256117;;;
4,519855;-0,462692;;0,214083887;;;
4,524855;-0,045193;;0,002042407;;;
4,529854;-0,149483;;0,022345167;;;
4,534854;-0,457941;;0,209709959;;;
4,539854;-0,949329;;0,90122555;;;
4,544853;0,685051;;0,469294873;;;
4,549853;0,048862;;0,002387495;;;
4,554852;-0,448107;;0,200799883;;;
4,559852;-0,154895;;0,023992461;;;
4,564852;-0,045825;;0,002099931;;;
4,569851;0,148177;;0,021956423;;;
4,574851;-0,497061;;0,247069638;;;
4,579851;0,75391;;0,568380288;;;
4,58485;-0,362834;;0,131648512;;;
4,58985;-0,156462;;0,024480357;;;
4,59485;1,528823;;2,337299765;;;
4,599849;-0,617553;;0,381371708;;;
4,604849;-0,306567;;0,093983325;;;
4,609848;0,859298;;0,738393053;;;
4,614848;0,238194;;0,056736382;;;
4,619848;-0,394276;;0,155453564;;;
4,624847;0,000882;;7,78E-07;;;
4,629847;0,085605;;0,007328216;;;
4,634847;0,321266;;0,103211843;;;
4,639846;-0,063268;;0,00400284;;;
4,644846;0,378192;;0,143029189;;;
4,649846;-0,086265;;0,00744165;;;
4,654845;-0,747838;;0,559261674;;;
4,659845;0,174318;;0,030386765;;;
4,664845;-0,34838;;0,121368624;;;
4,669844;0,152652;;0,023302633;;;
4,674844;0,249726;;0,062363075;;;
4,679843;0,244031;;0,059551129;;;
4,684843;-0,31926;;0,101926948;;;
4,689843;1,285259;;1,651890697;;;
4,694842;-0,725904;;0,526936617;;;
4,699842;-0,680864;;0,463575786;;;
4,704842;-1,041401;;1,084516043;;;
4,709841;0,071972;;0,005179969;;;
4,714841;-0,807719;;0,652409983;;;
4,719841;0,626048;;0,391936098;;;
4,72484;-0,949255;;0,901085055;;;
4,72984;-0,712485;;0,507634875;;;
4,734839;0,174069;;0,030300017;;;
4,739839;0,331777;;0,110075978;;;
4,744839;-0,572107;;0,327306419;;;
4,749838;-0,290346;;0,0843008;;;
4,754838;0,339924;;0,115548326;;;
4,759838;0,106057;;0,011248087;;;
4,764837;-0,225827;;0,050997834;;;
4,769837;-0,04529;;0,002051184;;;
4,774837;0,011962;;0,000143089;;;
4,779836;-0,329798;;0,108766721;;;
4,784836;-1,370012;;1,87693288;;;
4,789835;-0,364948;;0,133187043;;;
4,794835;-0,058318;;0,003400989;;;
4,799835;0,445652;;0,198605705;;;
4,804834;0,244329;;0,05969666;;;
4,809834;-0,209181;;0,043756691;;;
4,814834;-0,269314;;0,072530031;;;
4,819833;0,198416;;0,039368909;;;
4,824833;0,810839;;0,657459884;;;
4,829833;-0,574127;;0,329621812;;;
4,834832;-0,672206;;0,451860906;;;
4,839832;0,118433;;0,014026375;;;
4,844831;0,267551;;0,071583538;;;
4,849831;0,238424;;0,056846004;;;
4,854831;-0,421157;;0,177373219;;;
4,85983;-0,460512;;0,212071302;;;
4,86483;0,129528;;0,016777503;;;
4,86983;-0,436523;;0,19055233;;;
4,874829;0,565308;;0,319573135;;;
4,879829;-0,475132;;0,225750417;;;
4,884829;0,50111;;0,251111232;;;
4,889828;0,041024;;0,001682969;;;
4,894828;0,575183;;0,330835483;;;
4,899827;-0,120168;;0,014440348;;;
4,904827;-0,046304;;0,00214406;;;
4,909827;0,002449;;6,00E-06;;;
4,914826;1,054416;;1,111793101;;;
4,919826;-0,098667;;0,009735177;;;
4,924826;-0,113028;;0,012775329;;;
4,929825;-0,25853;;0,066837761;;;
4,934825;0,824152;;0,679226519;;;
4,939825;-0,854389;;0,729980563;;;
4,944824;-0,290339;;0,084296735;;;
4,949824;0,02146;;0,000460532;;;
4,954823;-0,354722;;0,125827697;;;
4,959823;0,633821;;0,40172906;;;
4,964823;0,361951;;0,131008526;;;
4,969822;0,447425;;0,200189131;;;
4,974822;0,163458;;0,026718518;;;
4,979822;-0,134404;;0,018064435;;;
4,984821;-0,885174;;0,78353301;;;
4,989821;0,202532;;0,041019211;;;
4,994821;-0,291112;;0,084746197;;;
4,99982;-0,333102;;0,110956942;;;
5,00482;0,186337;;0,034721478;;;
5,00982;-0,318834;;0,10165512;;;
5,014819;-0,459046;;0,21072323;;;
5,019819;0,374014;;0,139886472;;;
5,024818;-0,327291;;0,107119399;;;
5,029818;0,093253;;0,008696122;;;
5,034818;-0,337635;;0,113997393;;;
5,039817;0,852888;;0,727417941;;;
5,044817;0,487611;;0,237764487;;;
5,049817;0,801969;;0,643154277;;;
5,054816;0,19288;;0,037202694;;;
5,059816;0,053049;;0,002814196;;;
5,064816;0,514489;;0,264698931;;;
5,069815;-0,268249;;0,071957526;;;
5,074815;0,357368;;0,127711887;;;
5,079814;-0,218303;;0,0476562;;;
5,084814;0,364213;;0,132651109;;;
5,089814;-0,57758;;0,333598656;;;
5,094813;-0,11316;;0,012805186;;;
5,099813;0,16819;;0,028287876;;;
5,104813;-0,134131;;0,017991125;;;
5,109812;-0,135091;;0,018249578;;;
5,114812;-0,23626;;0,055818788;;;
5,119812;-0,094416;;0,008914381;;;
5,124811;0,378871;;0,143543235;;;
5,129811;0,210837;;0,044452241;;;
5,13481;0,55439;;0,307348272;;;
5,13981;-0,271383;;0,073648733;;;
5,14481;-0,569642;;0,324492008;;;
5,149809;0,184437;;0,034017007;;;
5,154809;-0,938677;;0,88111451;;;
5,159809;0,811541;;0,658598795;;;
5,164808;0,567778;;0,322371857;;;
5,169808;0,096327;;0,009278891;;;
5,174808;0,395593;;0,156493822;;;
5,179807;-0,783362;;0,613656023;;;
5,184807;-0,345951;;0,119682094;;;
5,189806;0,598734;;0,358482403;;;
5,194806;0,069802;;0,004872319;;;
5,199806;0,666134;;0,443734506;;;
5,204805;0,11754;;0,013815652;;;
5,209805;0,029692;;0,000881615;;;
5,214805;-1,410842;;1,990475149;;;
5,219804;0,49834;;0,248342756;;;
5,224804;-0,694425;;0,482226081;;;
5,229804;0,156854;;0,024603177;;;
5,234803;-0,469179;;0,220128934;;;
5,239803;0,648054;;0,419973987;;;
5,244802;-0,041703;;0,00173914;;;
5,249802;-0,005721;;3,27E-05;;;
5,254802;-0,357395;;0,127731186;;;
5,259801;0,040242;;0,001619419;;;
5,264801;0,148125;;0,021941016;;;
5,269801;-0,400229;;0,160183252;;;
5,2748;0,032479;;0,001054885;;;
5,2798;0,448482;;0,201136104;;;
5,2848;0,054029;;0,002919133;;;
5,289799;0,250998;;0,062999996;;;
5,294799;0,557093;;0,310352611;;;
5,299798;-0,171268;;0,029332728;;;
5,304798;-0,987712;;0,975574995;;;
5,309798;0,468504;;0,219495998;;;
5,314797;-0,057927;;0,003355537;;;
5,319797;-0,770155;;0,593138724;;;
5,324797;-0,230563;;0,053159297;;;
5,329796;0,219929;;0,048368765;;;
5,334796;0,355566;;0,12642718;;;
5,339796;-0,031886;;0,001016717;;;
5,344795;-0,426627;;0,182010597;;;
5,349795;0,291759;;0,085123314;;;
5,354795;-1,102748;;1,216053152;;;
5,359794;0,043326;;0,001877142;;;
5,364794;0,859111;;0,73807171;;;
5,369793;0,867099;;0,751860676;;;
5,374793;0,301442;;0,090867279;;;
5,379793;-0,20691;;0,042811748;;;
5,384792;0,684063;;0,467942188;;;
5,389792;0,739666;;0,547105792;;;
5,394792;-0,55997;;0,313566401;;;
5,399791;-0,065199;;0,00425091;;;
5,404791;0,050171;;0,002517129;;;
5,409791;0,389915;;0,152033707;;;
5,41479;0,366956;;0,134656706;;;
5,41979;0,760283;;0,57803024;;;
5,424789;-0,395202;;0,156184621;;;
5,429789;0,41538;;0,172540544;;;
5,434789;0,047939;;0,002298148;;;
5,439788;-0,40112;;0,160897254;;;
5,444788;-0,66358;;0,440338416;;;
5,449788;0,010268;;0,000105432;;;
5,454787;0,495072;;0,245096285;;;
5,459787;-1,086005;;1,17940686;;;
5,464787;0,731646;;0,535305869;;;
5,469786;-0,141136;;0,01991937;;;
5,474786;0,039238;;0,001539621;;;
5,479785;-0,721537;;0,520615642;;;
5,484785;0,459419;;0,211065818;;;
5,489785;-0,135123;;0,018258225;;;
5,494784;0,61588;;0,379308174;;;
5,499784;-0,148554;;0,022068291;;;
5,504784;0,238183;;0,056731141;;;
5,509783;0,019697;;0,000387972;;;
5,514783;0,52693;;0,277655225;;;
5,519783;-0,307332;;0,094452958;;;
5,524782;1,061971;;1,127782405;;;
5,529782;0,529012;;0,279853696;;;
5,534781;-0,325501;;0,105950901;;;
5,539781;0,133516;;0,017826522;;;
5,544781;-0,149889;;0,022466712;;;
5,54978;-1,353865;;1,832950438;;;
5,55478;0,160957;;0,025907156;;;
5,55978;-0,150118;;0,022535414;;;
5,564779;-0,027673;;0,000765795;;;
5,569779;-0,212525;;0,045166876;;;
5,574779;-0,295489;;0,087313749;;;
5,579778;-0,519633;;0,270018455;;;
5,584778;-0,502208;;0,252212875;;;
5,589777;-0,580929;;0,337478503;;;
5,594777;0,16059;;0,025789148;;;
5,599777;0,051965;;0,002700361;;;
5,604776;-0,054244;;0,002942412;;;
5,609776;-0,301644;;0,090989103;;;
5,614776;-0,044026;;0,001938289;;;
5,619775;-1,239907;;1,537369369;;;
5,624775;-0,08848;;0,00782871;;;
5,629775;-0,327889;;0,107511196;;;
5,634774;0,054651;;0,002986732;;;
5,639774;-0,076214;;0,005808574;;;
5,644773;0,023049;;0,000531256;;;
5,649773;-0,594678;;0,353641924;;;
5,654773;0,342794;;0,117507726;;;
5,659772;0,153043;;0,02342216;;;
5,664772;-0,182514;;0,03331136;;;
5,669772;-0,758928;;0,575971709;;;
5,674771;0,016302;;0,000265755;;;
5,679771;-0,196495;;0,038610285;;;
5,684771;1,12239;;1,259759312;;;
5,68977;-0,327225;;0,107076201;;;
5,69477;0,532952;;0,284037834;;;
5,699769;0,477465;;0,227972826;;;
5,704769;-0,455063;;0,207082334;;;
5,709769;-1,347504;;1,81576703;;;
5,714768;0,971975;;0,944735401;;;
5,719768;-0,654374;;0,428205332;;;
5,724768;0,641999;;0,412162716;;;
5,729767;-0,168948;;0,028543427;;;
5,734767;-0,090304;;0,008154812;;;
5,739767;0,310971;;0,096702963;;;
5,744766;-0,650811;;0,423554958;;;
5,749766;-0,423938;;0,179723428;;;
5,754766;-0,769004;;0,591367152;;;
5,759765;0,109142;;0,011911976;;;
5,764765;-0,612955;;0,375713832;;;
5,769764;-0,472255;;0,223024785;;;
5,774764;-0,117285;;0,013755771;;;
5,779764;0,329722;;0,108716597;;;
5,784763;1,155011;;1,33405041;;;
5,789763;-0,621287;;0,385997536;;;
5,794763;0,247378;;0,061195875;;;
5,799762;0,003618;;1,31E-05;;;
5,804762;-0,071726;;0,005144619;;;
5,809762;0,326789;;0,106791051;;;
5,814761;0,342845;;0,117542694;;;
5,819761;-0,590837;;0,349088361;;;
5,82476;0,223506;;0,049954932;;;
5,82976;0,204347;;0,041757696;;;
5,83476;-0,336047;;0,112927586;;;
5,839759;0,047895;;0,002293931;;;
5,844759;0,352883;;0,124526412;;;
5,849759;0,606337;;0,367644558;;;
5,854758;0,749216;;0,561324615;;;
5,859758;-1,131728;;1,280808266;;;
5,864758;0,145604;;0,021200525;;;
5,869757;1,401725;;1,964832976;;;
5,874757;-0,383859;;0,147347732;;;
5,879756;-0,586361;;0,343819222;;;
5,884756;0,765931;;0,586650297;;;
5,889756;0,313264;;0,098134334;;;
5,894755;0,568714;;0,323435614;;;
5,899755;0,268437;;0,072058423;;;
5,904755;-0,501441;;0,251443076;;;
5,909754;0,100899;;0,010180608;;;
5,914754;-0,63844;;0,407605634;;;
5,919754;0,247462;;0,061237441;;;
5,924753;0,389639;;0,15181855;;;
5,929753;0,004111;;1,69E-05;;;
5,934752;0,345458;;0,11934123;;;
5,939752;-0,093768;;0,008792438;;;
5,944752;0,144382;;0,020846162;;;
5,949751;-0,314789;;0,099092115;;;
5,954751;0,264311;;0,069860305;;;
5,959751;-0,355727;;0,126541699;;;
5,96475;-0,076205;;0,005807202;;;
5,96975;-0,105564;;0,011143758;;;
5,97475;-0,348563;;0,121496165;;;
5,979749;-0,387251;;0,149963337;;;
5,984749;-0,027733;;0,000769119;;;
5,989748;-0,294709;;0,086853395;;;
5,994748;0,294159;;0,086529517;;;
5,999748;0,704086;;0,495737095;;;
6,004747;0,982765;;0,965827045;;;
6,009747;0,866162;;0,75023661;;;
6,014747;-1,049351;;1,101137521;;;
6,019746;-0,174956;;0,030609602;;;
6,024746;0,35266;;0,124369076;;;
6,029746;-0,711186;;0,505785527;;;
6,034745;-0,116708;;0,013620757;;;
6,039745;0,423024;;0,178949305;;;
6,044744;0,134981;;0,01821987;;;
6,049744;-0,022241;;0,000494662;;;
6,054744;-0,274514;;0,075357936;;;
6,059743;-0,648966;;0,421156869;;;
6,064743;-0,158159;;0,025014269;;;
6,069743;0,700383;;0,490536347;;;
6,074742;-0,997772;;0,995548964;;;
6,079742;-0,54954;;0,301994212;;;
6,084742;-1,111962;;1,236459489;;;
6,089741;0,455407;;0,207395536;;;
6,094741;-0,296527;;0,087928262;;;
6,099741;-0,457776;;0,209558866;;;
6,10474;-0,131927;;0,017404733;;;
6,10974;-0,331614;;0,109967845;;;
6,114739;0,613042;;0,375820494;;;
6,119739;0,730743;;0,533985332;;;
6,124739;-1,166111;;1,359814864;;;
6,129738;-0,586047;;0,343451086;;;
6,134738;0,6258;;0,39162564;;;
6,139738;-0,275178;;0,075722932;;;
6,144737;0,131194;;0,017211866;;;
6,149737;0,099041;;0,00980912;;;
6,154737;-1,257105;;1,580312981;;;
6,159736;-1,166592;;1,360936894;;;
6,164736;0,296044;;0,08764205;;;
6,169735;-0,569433;;0,324253941;;;
6,174735;-0,222292;;0,049413733;;;
6,179735;0,297031;;0,088227415;;;
6,184734;0,308054;;0,094897267;;;
6,189734;-1,844769;;3,403172663;;;
6,194734;0,101671;;0,010336992;;;
6,199733;0,025718;;0,000661416;;;
6,204733;0,271185;;0,073541304;;;
6,209733;0,211736;;0,044832134;;;
6,214732;-0,18529;;0,034332384;;;
6,219732;0,369217;;0,136321193;;;
6,224731;0,038276;;0,001465052;;;
6,229731;0,255584;;0,065323181;;;
6,234731;0,18801;;0,03534776;;;
6,23973;-0,282981;;0,080078246;;;
6,24473;0,787466;;0,620102701;;;
6,24973;0,317847;;0,101026715;;;
6,254729;0,828661;;0,686679053;;;
6,259729;0,161776;;0,026171474;;;
6,264729;-0,1581;;0,02499561;;;
6,269728;0,07392;;0,005464166;;;
6,274728;0,651089;;0,423916886;;;
6,279727;0,697713;;0,48680343;;;
6,284727;0,291737;;0,085110477;;;
6,289727;-0,158067;;0,024985176;;;
6,294726;0,404572;;0,163678503;;;
6,299726;-0,128956;;0,01662965;;;
6,304726;-0,065574;;0,004299949;;;
6,309725;-0,291448;;0,084941937;;;
6,314725;0,513789;;0,263979137;;;
6,319725;-0,461257;;0,21275802;;;
6,324724;0,778099;;0,605438054;;;
6,329724;-0,085613;;0,007329586;;;
6,334723;-0,656043;;0,430392418;;;
6,339723;0,281565;;0,079278849;;;
6,344723;-0,953225;;0,908637901;;;
6,349722;-0,008679;;7,53E-05;;;
6,354722;-0,143798;;0,020677865;;;
6,359722;-0,772287;;0,59642721;;;
6,364721;-0,546537;;0,298702692;;;
6,369721;-0,233812;;0,054668051;;;
6,374721;0,043463;;0,001889032;;;
6,37972;-0,239328;;0,057277892;;;
6,38472;-0,86874;;0,754709188;;;
6,389719;1,018482;;1,037305584;;;
6,394719;-0,018918;;0,000357891;;;
6,399719;0,010859;;0,000117918;;;
6,404718;-0,37925;;0,143830563;;;
6,409718;0,013877;;0,000192571;;;
6,414718;0,273833;;0,074984512;;;
6,419717;-0,2154;;0,04639716;;;
6,424717;0,003646;;1,33E-05;;;
6,429717;-0,035765;;0,001279135;;;
6,434716;-0,214826;;0,04615021;;;
6,439716;-0,108151;;0,011696639;;;
6,444715;0,094023;;0,008840325;;;
6,449715;-0,010178;;0,000103592;;;
6,454715;-0,627512;;0,39377131;;;
6,459714;-0,126036;;0,015885073;;;
6,464714;-0,532473;;0,283527496;;;
6,469714;-0,013291;;0,000176651;;;
6,474713;0,961048;;0,923613258;;;
6,479713;0,045517;;0,002071797;;;
6,484713;-0,175021;;0,03063235;;;
6,489712;0,551657;;0,304325446;;;
6,494712;-0,512204;;0,262352938;;;
6,499712;-0,177674;;0,03156805;;;
6,504711;0,260826;;0,068030202;;;
6,509711;0,071844;;0,00516156;;;
6,51471;0,229041;;0,05245978;;;
6,51971;-0,555436;;0,30850915;;;
6,52471;0,1364;;0,01860496;;;
6,529709;0,975662;;0,951916338;;;
6,534709;0,407444;;0,166010613;;;
6,539709;0,033053;;0,001092501;;;
6,544708;-0,221458;;0,049043646;;;
6,549708;0,183423;;0,033643997;;;
6,554708;0,476365;;0,226923613;;;
6,559707;-0,149381;;0,022314683;;;
6,564707;0,186158;;0,034654801;;;
6,569706;-0,504711;;0,254733194;;;
6,574706;0,470605;;0,221469066;;;
6,579706;0,481977;;0,232301829;;;
6,584705;0,068057;;0,004631755;;;
6,589705;-0,117142;;0,013722248;;;
6,594705;-0,319942;;0,102362883;;;
6,599704;-0,112317;;0,012615108;;;
6,604704;0,255457;;0,065258279;;;
6,609704;-0,271001;;0,073441542;;;
6,614703;-0,56188;;0,315709134;;;
6,619703;0,505061;;0,255086614;;;
6,624702;0,014512;;0,000210598;;;
6,629702;-0,321997;;0,103682068;;;
6,634702;0,053113;;0,002820991;;;
6,639701;0,959547;;0,920730445;;;
6,644701;0,36789;;0,135343052;;;
6,649701;0,107252;;0,011502992;;;
6,6547;-0,333559;;0,111261606;;;
6,6597;0,643185;;0,413686944;;;
6,6647;-0,576849;;0,332754769;;;
6,669699;-0,50588;;0,255914574;;;
6,674699;-0,027132;;0,000736145;;;
6,679698;0,057011;;0,003250254;;;
6,684698;0,688548;;0,474098348;;;
6,689698;-0,341281;;0,116472721;;;
6,694697;0,195611;;0,038263663;;;
6,699697;0,789565;;0,623412889;;;
6,704697;0,727369;;0,529065662;;;
6,709696;-0,10148;;0,01029819;;;
6,714696;-0,022331;;0,000498674;;;
6,719696;-0,147175;;0,021660481;;;
6,724695;0,235652;;0,055531865;;;
6,729695;0,867821;;0,753113288;;;
6,734694;0,213469;;0,045569014;;;
6,739694;-0,083865;;0,007033338;;;
6,744694;-0,337853;;0,11414465;;;
6,749693;1,033958;;1,069069146;;;
6,754693;-0,263907;;0,069646905;;;
